證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","16610000","2011424900","119.80","121.45","119.80","120.95","2.8000","11631"
"0051","元大中型100","25000","1366450","54.50","54.85","54.35","54.75","0.9500","23"
"0052","富邦科技","321000","32052300","98.65","100.40","98.65","99.40","2.3500","173"
"0053","元大電子","8000","459500","57.30","57.70","57.30","57.70","1.7000","5"
"0055","元大MSCI金融","319000","7535500","23.68","23.68","23.56","23.58","0.1700","181"
"0056","元大高股息","22018000","632857530","28.52","28.92","28.50","28.86","0.7600","11189"
"0057","富邦摩台","22000","1859650","84.00","84.65","84.00","84.55","1.9500","4"
"0061","元大寶滬深","150000","3148310","20.82","21.12","20.82","20.97","0.2300","88"
"006203","元大MSCI台灣","7000","408150","58.00","58.65","58.00","58.50","1.4000","7"
"006204","永豐臺灣加權","20000","1574600","78.60","78.90","78.60","78.75","1.7000","8"
"006205","富邦上証","1038000","36262380","34.55","35.11","34.55","34.77","0.4100","365"
"006206","元大上證50","195000","6613190","33.50","34.04","33.50","33.84","0.6900","97"
"006207","FH滬深","162000","4505620","27.72","27.97","27.65","27.68","0.2100","45"
"006208","富邦台50","3118000","217399950","69.00","70.00","69.00","69.50","1.5000","2175"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","10515000","1136556350","107.00","109.10","106.75","107.95","3.9500","2510"
"00632R","元大台灣50反1","277391000","1593760120","5.79","5.79","5.72","5.75","-0.1200","11143"
"00633L","富邦上証正2","11697000","579692990","48.69","50.25","48.60","49.06","1.2400","2731"
"00634R","富邦上証反1","1279000","5209340","4.12","4.12","4.04","4.09","-0.0600","157"
"00635U","期元大S&P黃金","682000","16503250","24.12","24.23","24.12","24.21","0.1500","110"
"00636","國泰中國A50","1658000","39943460","23.85","24.22","23.85","23.96","0.3100","526"
"00636K","國泰中國A50+U","200","1634","8.17","8.17","8.17","8.17","0.1800","2"
"00637L","元大滬深300正2","110037000","2156606740","19.32","19.90","19.23","19.44","0.5100","14704"
"00638R","元大滬深300反1","1499000","12903300","8.63","8.70","8.55","8.63","-0.1700","288"
"00639","富邦深100","1399000","20975840","14.73","15.06","14.73","14.92","0.2100","305"
"00640L","富邦日本正2","325000","8595740","26.16","26.60","26.16","26.47","0.4800","115"
"00641R","富邦日本反1","474000","4871470","10.24","10.32","10.24","10.28","-0.1000","88"
"00642U","期元大S&P石油","2096000","44620830","20.99","21.45","20.99","21.28","0.5000","560"
"00643","群益深証中小","263000","4615840","17.44","17.68","17.44","17.54","0.2700","107"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","137000","3423690","24.88","25.03","24.88","24.99","0.2100","51"
"00646","元大S&P500","1003000","35861630","35.60","35.93","35.58","35.75","0.6400","420"
"00647L","元大S&P500正2","1244000","66475750","52.90","53.85","52.85","53.40","2.2000","236"
"00648R","元大S&P500反1","5900000","44578400","7.60","7.60","7.51","7.53","-0.1900","457"
"00650L","FH香港正2","6220000","111840880","17.49","18.32","17.39","18.00","0.8700","1123"
"00651R","FH香港反1","1248000","9938030","8.16","8.16","7.90","7.96","-0.2100","161"
"00652","富邦印度","168000","4466820","26.49","26.69","26.48","26.57","0.3200","104"
"00653L","富邦印度正2","566000","20419900","35.50","36.28","35.50","35.95","0.7500","186"
"00654R","富邦印度反1","579000","5176450","8.97","9.00","8.91","8.96","-0.1600","91"
"00655L","國泰中國A50正2","4891000","175415690","35.23","36.43","35.20","35.57","0.9900","1184"
"00656R","國泰中國A50反1","515000","3965320","7.79","7.79","7.65","7.73","-0.1300","118"
"00657","國泰日經225","44000","1370700","31.15","31.20","31.14","31.20","0.4600","4"
"00657K","國泰日經225+U","200","2108","10.54","10.54","10.54","10.54","0.2200","2"
"00660","元大歐洲50","126000","3266440","25.85","26.00","25.85","25.92","0.5200","13"
"00661","元大日經225","10000","333390","33.22","33.48","33.22","33.48","0.5600","4"
"00662","富邦NASDAQ","663000","30659190","46.02","46.47","46.01","46.19","0.9100","336"
"00663L","國泰臺灣加權正2","659000","65207650","97.35","99.35","97.35","98.45","3.8000","54"
"00664R","國泰臺灣加權反1","31235000","203050910","6.55","6.55","6.47","6.52","-0.1200","1157"
"00665L","富邦恒生國企正2","8076000","98859070","11.80","12.56","11.80","12.23","0.5800","1268"
"00666R","富邦恒生國企反1","252000","3391920","13.61","13.62","13.38","13.54","-0.3600","29"
"00668","國泰美國道瓊","81000","2739500","33.76","33.95","33.73","33.82","0.4900","32"
"00668K","國泰美國道瓊+U","200","2290","11.45","11.45","11.45","11.45","0.2700","2"
"00669R","國泰美國道瓊反1","6790000","57709940","8.55","8.55","8.46","8.49","-0.1900","663"
"00670L","富邦NASDAQ正2","5100000","329532700","64.10","65.40","64.00","64.80","3.1500","1308"
"00671R","富邦NASDAQ反1","40860000","254299590","6.27","6.27","6.18","6.22","-0.1800","1818"
"00673R","期元大S&P原油反1","57007000","434340150","7.78","7.78","7.57","7.61","-0.1800","4869"
"00674R","期元大S&P黃金反1","476000","6088590","12.80","12.83","12.77","12.78","-0.1100","124"
"00675L","富邦臺灣加權正2","2425000","103612110","42.15","43.03","42.11","42.54","1.5800","676"
"00676R","富邦臺灣加權反1","25194000","89605220","3.59","3.59","3.54","3.56","-0.0800","744"
"00678","群益NBI生技","397000","9206040","23.16","23.23","23.11","23.20","0.2300","35"
"00680L","元大美債20正2","769000","10952450","14.37","14.37","14.14","14.15","-0.5800","191"
"00681R","元大美債20反1","83000","1418600","16.92","17.13","16.92","17.13","0.2800","47"
"00682U","期元大美元指數","58000","1186320","20.44","20.49","20.44","20.45","-0.0500","20"
"00683L","期元大美元指正2","633000","13664820","21.61","21.64","21.56","21.56","-0.1300","109"
"00684R","期元大美元指反1","10000","163500","16.35","16.35","16.35","16.35","-0.0100","2"
"00685L","群益臺灣加權正2","21000","790040","37.36","37.93","37.36","37.80","1.6000","11"
"00686R","群益臺灣加權反1","206000","796000","3.88","3.88","3.85","3.87","-0.0700","43"
"00688L","國泰20年美債正2","471000","6688150","14.32","14.33","14.06","14.10","-0.5500","82"
"00689R","國泰20年美債反1","14000","248660","17.68","17.79","17.68","17.79","0.2700","10"
"00690","兆豐藍籌30","107000","3127400","29.15","29.36","29.14","29.14","0.4400","9"
"00692","富邦公司治理","2428000","75524090","30.82","31.22","30.82","31.01","0.5900","1498"
"00693U","期街口S&P黃豆","263000","6676050","25.22","25.50","25.22","25.47","0.2500","100"
"00700","富邦恒生國企","500000","7311510","14.35","14.75","14.35","14.57","0.3200","102"
"00701","國泰股利精選30","868000","21376730","24.57","24.67","24.55","24.58","0.2000","420"
"00702","國泰標普低波高息","123000","2610330","21.20","21.25","21.20","21.23","0.3200","9"
"00703","台新MSCI中國","159000","2850890","17.57","18.10","17.54","17.77","0.3400","62"
"00706L","期元大S&P日圓正2","1973000","20549870","10.43","10.45","10.39","10.39","-0.0300","278"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","785000","20688290","26.21","26.44","26.20","26.44","0.3200","201"
"00709","富邦歐洲","114000","2383420","20.89","20.93","20.87","20.88","0.4100","15"
"00710B","FH彭博非投等債","444000","7562010","17.05","17.06","17.00","17.02","0.0100","79"
"00711B","FH彭博新興債","221000","3494330","15.89","15.89","15.81","15.81","-0.0800","25"
"00712","FH富時不動產","3063000","34246190","11.20","11.22","11.15","11.20","0.2300","1055"
"00713","元大台灣高息低波","421000","17493330","41.64","41.64","41.43","41.52","0.2800","178"
"00714","群益道瓊美國地產","618000","12371140","20.04","20.04","19.98","20.02","0.3100","329"
"00715L","期街口布蘭特正2","13054000","291372200","21.71","22.72","21.71","22.34","0.8700","2328"
"00717","富邦美國特別股","296000","4388350","14.81","14.88","14.80","14.84","0.1200","144"
"00728","第一金工業30","304000","7073850","23.09","23.40","23.09","23.25","0.4100","170"
"00730","富邦臺灣優質高息","254000","4434010","17.46","17.49","17.36","17.47","0.3000","233"
"00731","FH富時高息低波","1045000","61351150","58.45","58.80","58.45","58.75","0.4500","48"
"00732","國泰RMB短期報酬","100000","4093000","40.93","40.93","40.93","40.93","-0.1400","4"
"00733","富邦臺灣中小","294000","10279940","34.79","35.10","34.73","34.98","0.7900","114"
"00735","國泰臺韓科技","108000","2776440","25.60","25.76","25.60","25.76","0.6600","10"
"00736","國泰新興市場","104000","2073770","19.96","19.99","19.87","19.87","0.2300","7"
"00737","國泰AI+Robo","514000","13266030","25.65","25.89","25.65","25.82","0.5100","72"
"00738U","期元大道瓊白銀","740000","16017130","21.43","21.72","21.42","21.70","0.3100","104"
"00739","元大MSCI A股","100000","2613030","26.00","26.30","25.99","26.02","0.2700","58"
"00743","國泰中國A150","8000","215110","26.90","26.98","26.83","26.98","0.4800","4"
"00752","中信中國50","8397000","175237940","20.40","21.11","20.39","20.78","0.5200","1932"
"00753L","中信中國50正2","12624000","206728680","15.90","16.76","15.90","16.33","0.7600","2474"
"00757","統一FANG+","1297000","49456220","38.00","38.39","37.80","38.15","1.2300","562"
"00762","元大全球AI","558000","18409640","32.79","33.12","32.79","32.95","1.0200","94"
"00763U","期街口道瓊銅","48000","1172700","24.29","24.53","24.29","24.43","0.0100","22"
"00770","國泰北美科技","145000","4257870","29.32","29.53","29.28","29.36","0.7400","19"
"00771","元大US高息特別股","25000","413150","16.51","16.54","16.51","16.52","0.1100","17"
"00774B","新光中國政金綠債","3000","123600","41.30","41.30","41.15","41.15","-0.1500","3"
"00774C","新光中政金綠債+R","","","","","","","0.0000",""
"00775B","新光投等債15+","51000","1720160","33.72","33.76","33.72","33.73","-0.2600","10"
"00783","富邦中証500","338000","7463210","21.86","22.17","21.86","21.96","0.1000","35"
"008201","BP上證50","200","22140","110.35","111.05","110.35","111.05","2.7500","2"
"00830","國泰費城半導體","7410000","173437510","23.36","23.55","23.27","23.46","0.7000","1966"
"00850","元大臺灣ESG永續","933000","29312400","31.26","31.54","31.24","31.33","0.5200","587"
"00851","台新全球AI","12000","306600","25.45","25.69","25.43","25.61","0.8000","12"
"00852L","國泰美國道瓊正2","2038000","36013320","17.56","17.82","17.56","17.72","0.6600","402"
"00861","元大全球未來通訊","841000","22521760","26.57","26.87","26.57","26.74","0.3900","167"
"00865B","國泰US短期公債","105000","4046670","38.57","38.57","38.50","38.50","-0.1600","8"
"00875","國泰網路資安","284000","7476900","26.22","26.43","26.21","26.33","0.5700","90"
"00876","元大全球5G","3532000","87870890","24.55","24.92","24.55","24.83","0.6000","662"
"00878","國泰永續高股息","27431000","472706500","17.22","17.28","17.19","17.21","0.1500","8639"
"00881","國泰台灣5G+","11935000","176246620","14.63","14.84","14.63","14.73","0.2800","4155"
"00882","中信中國高股息","4349000","58179620","13.34","13.43","13.34","13.38","0.1000","1251"
"00885","富邦越南","17250000","238281700","13.80","13.86","13.76","13.85","0.0800","3978"
"00891","中信關鍵半導體","11809000","145191000","12.15","12.38","12.15","12.28","0.3200","2970"
"00892","富邦台灣半導體","8843000","104812690","11.73","11.95","11.73","11.84","0.3200","2197"
"00893","國泰智能電動車","23814000","319232600","13.36","13.50","13.36","13.39","0.2900","5220"
"00894","中信小資高價30","1918000","23168930","11.90","12.16","11.90","12.06","0.3200","369"
"00895","富邦未來車","4609000","62898100","13.56","13.72","13.55","13.66","0.3400","1203"
"00896","中信綠能及電動車","1375000","18499170","13.33","13.51","13.33","13.44","0.2200","439"
"00897","富邦基因免疫生技","3313000","31279220","9.43","9.48","9.40","9.44","0.1100","497"
"00898","國泰基因免疫革命","1947000","14321300","7.37","7.39","7.33","7.33","0.0700","398"
"00899","FT潔淨能源","577000","12171460","21.17","21.17","21.03","21.06","-0.0500","115"
"00900","富邦特選高股息30","9299000","117099320","12.60","12.63","12.56","12.56","0.1200","1694"
"00901","永豐智能車供應鏈","749000","9321950","12.32","12.52","12.32","12.43","0.2600","265"
"00902","中信電池及儲能","12387000","181352780","14.51","14.75","14.51","14.61","0.2300","2930"
"00903","富邦元宇宙","10566000","110522300","10.40","10.52","10.35","10.47","0.3200","1592"
"00904","新光臺灣半導體30","1990000","23362800","11.60","11.82","11.60","11.74","0.3200","361"
"00905","FT臺灣Smart","1733000","15742240","9.02","9.12","9.02","9.07","0.1900","308"
"00906","大華元宇宙科技50","460000","4498270","9.80","9.80","9.77","9.77","0.1700","52"
"00907","永豐優息存股","2098000","31641980","15.03","15.10","15.03","15.06","0.1400","369"
"00908","富邦入息REITs+","834000","12185440","14.62","14.63","14.59","14.59","0.1400","133"
"00911","兆豐洲際半導體","6237000","92506400","14.85","14.91","14.70","14.77","-0.2200","1215"
"01001T","土銀富邦R1","9000","149810","16.65","16.65","16.62","16.62","-0.0300","8"
"01002T","土銀國泰R1","46000","807510","17.56","17.59","17.55","17.55","-0.0100","12"
"01003T","兆豐新光R1","2000","39590","19.70","19.89","19.70","19.89","0.0000","2"
"01004T","土銀富邦R2","3000","46950","15.65","15.65","15.65","15.65","0.0000","1"
"01007T","兆豐國泰R2","33000","605480","18.49","18.50","18.24","18.26","0.0000","12"
"01009T","王道圓滿R1","11000","98250","8.90","8.95","8.90","8.95","0.0500","4"
"01010T","京城樂富R1","170000","1744320","10.26","10.27","10.25","10.25","-0.0100","10"
"020000","富邦特選蘋果N","45000","280800","6.24","6.24","6.24","6.24","0.0000","1"
"020002","元富新中國N","6000","87650","14.50","14.73","14.50","14.57","0.3500","4"
"020007","凱基臺灣500N","1000","31200","31.20","31.20","31.20","31.20","0.0000","1"
"020011","統一微波高息20N","","","","","","","0.0000",""
"020012","富邦行動通訊N","","","","","","","0.0000",""
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","","","","","","","0.0000",""
"020018","統一價值成長30N","2000","29350","14.65","14.70","14.65","14.70","0.0000","2"
"020019","統一特選台灣5GN","5000","60350","12.07","12.07","12.07","12.07","0.2800","1"
"02001L","富邦蘋果正二N","126000","1016190","7.97","8.12","7.97","8.11","0.3800","9"
"02001R","富邦蘋果反一N","","","","","","","0.0000",""
"020020","元大台股領航N","126000","825940","6.46","6.57","6.46","6.55","0.1200","31"
"020022","元大電動車N","291000","1410960","4.79","4.87","4.79","4.86","0.0800","52"
"020028","元大特選電動車N","134000","628270","4.61","4.70","4.61","4.69","0.0800","39"
"020029","元大ESG高股息N","257000","1182600","4.54","4.62","4.54","4.58","0.0400","63"
"020030","統一智慧電動車N","284000","1120090","3.93","3.96","3.93","3.94","0.0900","31"
"020031","統一IC設計臺灣N","543000","2049840","3.69","3.81","3.69","3.76","0.1100","110"
"020032","元大綠能N","240000","1094810","4.53","4.58","4.53","4.57","0.0600","69"
"020034","元大IC設計N","889000","3796510","4.15","4.32","4.15","4.27","0.1700","120"
"1101","台泥","15979000","638185600","40.00","40.25","39.75","39.80","0.3000","5171"
"1101B","台泥乙特","32000","1644800","51.30","51.50","51.30","51.50","0.0000","4"
"1102","亞泥","3927000","172966300","43.95","44.20","43.75","44.00","0.4000","2006"
"1103","嘉泥","334000","6158850","18.40","18.55","18.35","18.45","0.0500","157"
"1104","環泥","688000","15205850","22.05","22.15","22.00","22.10","0.1000","364"
"1108","幸福","147000","1605850","10.95","11.00","10.85","10.95","0.1500","87"
"1109","信大","169000","3408350","20.05","20.30","20.00","20.10","0.1000","104"
"1110","東泥","683000","13722250","20.15","20.30","19.90","20.05","0.0500","183"
"1201","味全","306000","6295300","20.50","20.65","20.50","20.60","0.2000","181"
"1203","味王","46000","1598800","35.20","35.25","34.40","34.50","0.4500","43"
"1210","大成","869000","41628900","47.70","48.20","47.70","47.80","0.1000","554"
"1213","大飲","19000","144880","7.60","7.85","7.42","7.69","0.1200","15"
"1215","卜蜂","327000","26679100","81.90","81.90","81.30","81.50","-0.2000","255"
"1216","統一","7909000","529921400","66.80","67.50","66.60","66.60","0.2000","3106"
"1217","愛之味","1273000","13655750","10.60","10.80","10.60","10.80","0.2500","539"
"1218","泰山","607000","18850650","30.75","31.30","30.75","31.05","0.5000","332"
"1219","福壽","1901000","40876150","21.35","21.70","21.30","21.45","0.5500","698"
"1220","台榮","507000","8384700","16.40","16.65","16.40","16.50","0.3500","245"
"1225","福懋油","82000","4186700","50.50","51.40","50.50","50.80","0.6000","63"
"1227","佳格","887000","41296450","46.65","46.90","46.25","46.70","0.5000","626"
"1229","聯華","1017000","58346500","57.50","57.90","56.80","57.10","0.2000","713"
"1231","聯華食","502000","44697500","90.00","90.00","87.80","88.20","-1.7000","406"
"1232","大統益","147000","22957500","157.50","157.50","155.00","155.00","0.0000","138"
"1233","天仁","18000","611250","33.45","34.10","33.45","34.10","0.7500","14"
"1234","黑松","109000","3805450","34.90","35.05","34.75","34.75","-0.0500","85"
"1235","興泰","18000","1053300","56.20","58.70","56.20","58.40","1.9000","11"
"1236","宏亞","543000","14642600","26.50","27.40","26.45","26.95","0.5000","297"
"1256","鮮活果汁-KY","8000","2272500","283.50","285.00","283.00","284.00","5.5000","8"
"1301","台塑","6494000","711912500","109.50","110.00","109.00","109.50","0.5000","2779"
"1303","南亞","8936000","760192000","85.30","85.60","84.70","84.70","0.0000","3468"
"1304","台聚","1644000","42521400","25.65","26.00","25.65","25.95","0.6500","891"
"1305","華夏","846000","26932050","31.70","31.95","31.60","31.90","0.5500","581"
"1307","三芳","183000","3741900","20.50","20.50","20.30","20.50","0.1000","100"
"1308","亞聚","1306000","38323150","29.30","29.45","29.15","29.40","0.5000","678"
"1309","台達化","523000","15389950","29.15","29.70","29.00","29.60","0.7000","336"
"1310","台苯","1985000","30368650","15.15","15.45","15.10","15.25","0.1000","423"
"1312","國喬","2920000","67651150","22.95","23.30","22.95","23.20","0.4500","1323"
"1312A","國喬特","","","","","","","0.0000",""
"1313","聯成","1794000","29808600","16.45","16.85","16.40","16.85","0.5500","799"
"1314","中石化","14378000","143792550","9.91","10.10","9.91","10.00","0.0000","3526"
"1315","達新","78000","5922800","76.20","76.50","75.30","75.90","-0.3000","44"
"1316","上曜","1591000","26119000","16.25","16.55","16.25","16.45","0.3500","635"
"1319","東陽","12432000","571456600","46.25","46.75","45.05","46.25","1.7000","7247"
"1321","大洋","96000","3167500","32.95","33.15","32.90","33.00","0.1500","69"
"1323","永裕","79000","2658050","33.85","33.85","33.50","33.65","-0.2000","55"
"1324","地球","17000","181750","10.65","10.75","10.65","10.75","0.1000","14"
"1325","恆大","288000","8512950","29.05","29.85","29.00","29.85","1.1500","212"
"1326","台化","11534000","941803400","81.60","81.90","81.50","81.50","0.1000","2928"
"1337","再生-KY","367000","2358180","6.41","6.46","6.39","6.39","-0.0300","147"
"1338","廣華-KY","747000","43985700","59.00","59.50","58.30","58.80","0.1000","466"
"1339","昭輝","1336000","57421800","43.00","43.45","42.20","43.15","0.4500","938"
"1340","勝悅-KY","72000","742800","10.35","10.40","10.25","10.35","0.0000","36"
"1341","富林-KY","5000","373400","74.70","74.90","74.50","74.90","0.1000","5"
"1342","八貫","93000","6300500","67.70","68.20","67.40","67.60","0.0000","86"
"1402","遠東新","7017000","221512250","31.50","31.70","31.40","31.70","0.4000","2005"
"1409","新纖","1152000","21637700","18.75","18.85","18.70","18.80","0.2000","465"
"1410","南染","28000","999150","35.55","35.90","35.45","35.45","0.0000","28"
"1413","宏洲","288000","2851220","9.80","10.00","9.80","10.00","0.2800","78"
"1414","東和","160000","2793650","17.40","17.55","17.35","17.55","0.2000","88"
"1416","廣豐","77000","811600","10.55","10.65","10.45","10.60","0.1500","56"
"1417","嘉裕","106000","1133300","10.70","10.75","10.65","10.75","0.1500","38"
"1418","東華","48000","795000","16.45","17.20","16.40","16.80","0.3500","24"
"1419","新紡","244000","10214250","41.90","41.95","41.75","41.80","-0.1000","100"
"1423","利華","18000","355000","19.80","19.80","19.65","19.70","0.0500","14"
"1432","大魯閣","836000","10177000","11.50","12.40","11.40","12.40","1.1000","441"
"1434","福懋","1288000","35083350","27.05","27.35","27.05","27.15","0.1000","723"
"1435","中福","62000","3754800","61.50","63.00","58.10","59.10","0.6000","53"
"1436","華友聯","142000","9374200","65.90","66.20","65.70","66.00","0.4000","90"
"1437","勤益控","108000","2644950","24.25","24.75","24.25","24.55","0.0000","72"
"1438","三地開發","59000","1876450","31.10","32.10","31.10","32.05","0.7500","49"
"1439","中和","55000","1111350","20.00","20.50","20.00","20.00","0.1000","26"
"1440","南紡","2276000","45981300","20.10","20.40","20.00","20.30","0.4000","813"
"1441","大東","69000","560680","8.23","8.23","8.09","8.18","0.0700","46"
"1442","名軒","126000","2854500","22.50","22.80","22.20","22.80","0.3000","87"
"1443","立益","64000","1039750","16.35","16.40","16.15","16.20","0.1500","32"
"1444","力麗","989000","10325750","10.40","10.50","10.40","10.45","0.1500","376"
"1445","大宇","32000","490650","15.15","15.50","15.15","15.45","0.0000","24"
"1446","宏和","61000","2006800","32.80","33.05","32.60","33.00","0.1000","50"
"1447","力鵬","1352000","10981220","8.10","8.16","8.08","8.11","0.0700","493"
"1449","佳和","78000","800700","10.15","10.35","10.10","10.25","0.2000","38"
"1451","年興","557000","13332300","23.65","24.10","23.65","23.95","0.5000","293"
"1452","宏益","103000","2245550","21.80","21.90","21.65","21.90","0.3000","78"
"1453","大將","3698000","80628050","21.25","22.55","20.85","21.35","0.6000","2109"
"1454","台富","249000","3483000","13.85","14.15","13.70","14.00","0.2500","108"
"1455","集盛","947000","11317150","11.90","12.05","11.80","12.00","0.3000","415"
"1456","怡華","44000","718350","16.25","16.50","16.25","16.25","0.0000","37"
"1457","宜進","391000","7247950","18.65","18.70","18.45","18.50","0.0500","174"
"1459","聯發","246000","2505700","10.20","10.25","10.10","10.15","0.1000","121"
"1460","宏遠","489000","3769810","7.68","7.74","7.68","7.70","0.0300","165"
"1463","強盛","84000","1173800","13.90","14.10","13.90","14.00","0.1000","34"
"1464","得力","258000","3571250","13.85","13.90","13.75","13.90","0.1500","144"
"1465","偉全","20000","258700","12.85","13.00","12.85","12.95","0.1000","17"
"1466","聚隆","126000","1625400","12.80","13.05","12.75","12.90","0.1500","47"
"1467","南緯","1150000","15409200","13.35","13.55","13.25","13.25","-0.1000","252"
"1468","昶和","48000","609600","12.65","12.80","12.60","12.75","0.1500","36"
"1470","大統新創","339000","7883750","22.70","23.65","22.00","23.65","2.1500","244"
"1471","首利","1955000","15652260","7.88","8.44","7.73","8.18","0.1800","740"
"1472","三洋實業","15000","368100","24.65","24.65","24.35","24.35","0.6500","10"
"1473","台南","263000","5097150","19.20","19.55","19.10","19.20","0.1000","125"
"1474","弘裕","75000","935500","12.40","12.50","12.40","12.45","0.1000","37"
"1475","業旺","43000","2508500","59.30","59.30","57.90","58.50","0.0000","33"
"1476","儒鴻","554000","268814500","485.50","489.50","477.50","483.00","10.0000","469"
"1477","聚陽","1205000","195823000","163.50","164.00","161.00","163.50","1.0000","1010"
"1503","士電","799000","50411600","63.80","63.80","62.60","62.60","0.0000","569"
"1504","東元","8217000","239761150","29.80","29.85","28.90","28.95","-0.8500","3684"
"1506","正道","326000","5403150","16.30","16.85","16.30","16.60","0.4500","143"
"1512","瑞利","80000","280110","3.51","3.51","3.50","3.50","-0.0100","30"
"1513","中興電","66821000","3637432700","54.50","55.80","52.70","54.90","1.1000","33448"
"1514","亞力","3363000","96208800","28.90","28.90","28.30","28.80","0.1500","1652"
"1515","力山","590000","17136250","29.40","29.60","28.80","29.05","0.1500","394"
"1516","川飛","411000","9911250","23.75","24.40","23.60","24.30","0.8500","252"
"1517","利奇","4555000","106907600","22.10","23.70","22.10","23.70","2.1500","2045"
"1519","華城","1056000","37599400","36.10","36.10","35.25","35.50","-0.1000","736"
"1521","大億","45000","1628050","35.90","36.80","35.90","36.15","0.6500","45"
"1522","堤維西","14870000","427305700","28.45","29.15","28.15","28.95","0.6500","6658"
"1522A","堤維西甲特","2000","89000","44.50","44.50","44.50","44.50","0.0000","2"
"1524","耿鼎","38271000","783510200","20.20","21.00","19.90","20.65","0.5500","13695"
"1525","江申","37000","2222200","60.00","61.00","59.70","59.80","0.8000","28"
"1526","日馳","521000","24707950","46.75","47.75","46.75","47.55","1.3000","263"
"1527","鑽全","666000","31096400","46.00","47.00","46.00","46.70","0.8500","363"
"1528","恩德","226000","2172700","9.60","9.67","9.57","9.60","0.0600","98"
"1529","樂士","715000","13974200","19.80","19.80","19.35","19.50","0.1000","388"
