證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1530","亞崴","46000","1436400","31.20","31.35","31.00","31.10","0.1000","28"
"1531","高林股","72000","1066350","14.65","14.90","14.65","14.85","0.3000","49"
"1532","勤美","232000","7529450","32.60","32.60","32.20","32.55","0.2000","157"
"1533","車王電","1938000","120537900","61.10","63.20","61.10","62.60","2.6000","1311"
"1535","中宇","69000","2905800","41.80","42.30","41.80","42.10","0.3000","44"
"1536","和大","1423000","95331100","66.70","67.50","66.50","67.20","0.8000","1015"
"1537","廣隆","48000","6545500","136.50","137.00","136.00","136.50","0.0000","39"
"1538","正峰","","","","","","","0.0000",""
"1539","巨庭","2619000","71176000","26.65","27.70","26.35","27.30","1.0000","1316"
"1540","喬福","223000","3478800","15.45","15.70","15.45","15.70","0.3000","145"
"1541","錩泰","318000","14157300","44.25","45.50","43.80","43.90","0.2000","271"
"1558","伸興","52000","7222500","138.00","139.50","138.00","139.50","1.5000","35"
"1560","中砂","30024000","4752211000","154.00","163.00","152.00","160.00","8.0000","17506"
"1568","倉佑","2623000","65184900","24.40","25.45","24.35","25.10","0.8500","1416"
"1582","信錦","122000","8280700","68.40","68.40","67.60","68.00","0.0000","88"
"1583","程泰","20000","1180600","58.60","59.30","58.60","59.00","1.0000","20"
"1587","吉茂","150000","3656400","24.40","24.50","24.20","24.30","0.3500","87"
"1589","永冠-KY","667000","38750800","58.80","59.00","57.30","57.80","-0.3000","395"
"1590","亞德客-KY","1136000","1196205000","1045.00","1080.00","1020.00","1060.00","35.0000","870"
"1597","直得","72000","5607600","77.70","78.20","77.20","78.10","2.2000","66"
"1598","岱宇","724000","27632850","36.45","38.80","36.20","38.80","0.0000","479"
"1603","華電","196000","5647200","28.90","29.10","28.60","28.75","-0.1500","111"
"1604","聲寶","774000","23609300","30.55","30.80","30.30","30.55","0.1500","314"
"1605","華新","49974000","1882100700","37.60","38.50","37.20","37.45","0.4500","18735"
"1608","華榮","696000","12567450","17.95","18.20","17.95","18.10","0.3500","318"
"1609","大亞","17698000","451898500","25.35","25.90","25.20","25.65","0.6000","8788"
"1611","中電","18124000","377917400","20.05","21.30","20.00","20.80","1.0500","7334"
"1612","宏泰","2056000","46304200","22.10","22.80","22.10","22.65","0.7000","1002"
"1614","三洋電","262000","9940250","37.50","38.05","37.50","38.00","0.5000","155"
"1615","大山","20000","666050","32.80","33.85","32.80","33.35","0.5500","18"
"1616","億泰","214000","1918170","8.91","9.19","8.85","9.00","0.4000","106"
"1617","榮星","67000","1071450","16.00","16.10","15.95","16.00","0.1000","31"
"1618","合機","280000","3733700","13.30","13.45","13.30","13.30","0.2000","91"
"1626","艾美特-KY","190000","3417150","17.90","18.25","17.80","17.80","-0.2500","125"
"1701","中化","715000","15863200","22.50","22.50","22.05","22.10","-0.0500","393"
"1702","南僑","359000","16671950","46.50","46.70","46.25","46.25","-0.2000","241"
"1707","葡萄王","154000","20717500","135.00","135.50","134.00","135.00","0.5000","126"
"1708","東鹼","6044000","294769650","48.65","49.25","48.25","48.75","1.6500","3420"
"1709","和益","1132000","27862650","24.50","24.75","24.50","24.65","0.4500","571"
"1710","東聯","944000","18303600","19.40","19.60","19.25","19.25","0.0500","577"
"1711","永光","1076000","22481650","20.60","21.00","20.60","20.90","0.4000","624"
"1712","興農","859000","27466350","31.95","32.15","31.85","31.95","0.3500","603"
"1713","國化","110000","2653500","24.10","24.30","24.10","24.10","0.1500","44"
"1714","和桐","1423000","13262600","9.19","9.37","9.19","9.34","0.1700","531"
"1717","長興","3022000","100847650","32.90","33.65","32.90","33.40","0.7000","1567"
"1718","中纖","2444000","20064880","8.15","8.24","8.15","8.20","0.1200","771"
"1720","生達","1048000","47123600","45.10","45.50","44.35","45.20","0.3000","649"
"1721","三晃","1815000","32695400","17.60","18.25","17.45","18.20","1.0000","911"
"1722","台肥","2942000","192692700","65.90","66.00","65.20","65.40","-0.3000","2093"
"1723","中碳","716000","85803500","119.50","120.50","119.00","119.50","2.0000","481"
"1725","元禎","22000","482800","21.80","22.00","21.80","22.00","0.6000","21"
"1726","永記","25000","1816400","72.60","72.70","72.60","72.60","0.5000","25"
"1727","中華化","770000","27265600","35.00","35.80","34.75","35.40","1.1500","495"
"1730","花仙子","23000","1361000","58.90","60.00","58.90","60.00","1.1000","18"
"1731","美吾華","805000","15377650","19.10","19.20","19.05","19.05","0.0000","352"
"1732","毛寶","993000","29553600","30.00","30.10","29.20","29.95","0.9500","541"
"1733","五鼎","282000","7342500","25.95","26.15","25.85","26.05","0.2000","192"
"1734","杏輝","2461000","73473900","30.10","30.30","29.25","30.10","0.1000","1502"
"1735","日勝化","25000","383100","15.35","15.40","15.15","15.15","-0.1500","20"
"1736","喬山","467000","26423800","55.90","57.00","55.90","57.00","2.0000","337"
"1737","臺鹽","167000","5545000","33.30","33.35","33.00","33.30","0.2000","101"
"1752","南光","64000","2382500","37.20","37.50","37.05","37.15","0.1000","50"
"1760","寶齡富錦","6667000","706782500","108.50","109.50","102.50","107.00","0.0000","4320"
"1762","中化生","328000","17894200","54.30","55.20","54.00","54.50","0.5000","234"
"1773","勝一","930000","193726000","207.50","209.50","206.00","209.50","4.0000","625"
"1776","展宇","36000","714200","19.95","20.00","19.55","19.70","0.2500","20"
"1783","和康生","334000","13705600","40.80","41.40","40.50","40.85","0.5000","256"
"1786","科妍","41000","1720450","42.20","42.40","41.60","41.70","-0.1500","35"
"1789","神隆","1376000","35251450","26.15","26.15","25.35","25.60","-0.3000","779"
"1795","美時","18222000","2697043000","146.50","151.50","142.50","151.50","6.5000","12073"
"1802","台玻","8944000","187777350","20.55","21.15","20.55","21.10","0.8500","3135"
"1805","寶徠","20000","227000","11.40","11.45","11.20","11.45","0.0500","14"
"1806","冠軍","535000","5997250","11.20","11.30","11.15","11.20","0.1500","177"
"1808","潤隆","141000","9729600","69.00","69.80","68.30","68.70","-0.3000","107"
"1809","中釉","238000","2858800","12.00","12.05","11.90","12.05","0.2500","107"
"1810","和成","219000","2642300","12.00","12.15","12.00","12.05","0.1000","125"
"1817","凱撒衛","59000","2067800","34.85","35.20","34.85","35.15","0.3500","46"
"1903","士紙","105000","6197100","58.90","59.50","58.50","58.50","0.0000","82"
"1904","正隆","4400000","131789350","29.85","30.05","29.80","29.95","0.2000","1582"
"1905","華紙","1824000","35414300","19.20","19.60","19.20","19.30","0.2500","837"
"1906","寶隆","1685000","34844650","20.60","20.85","20.45","20.80","0.4500","305"
"1907","永豐餘","1229000","32880650","26.75","26.95","26.60","26.80","0.1000","733"
"1909","榮成","2161000","37939100","17.45","17.65","17.45","17.60","0.3500","792"
"2002","中鋼","39682000","1172142650","29.25","29.65","29.25","29.45","0.4500","13011"
"2002A","中鋼特","34000","1733000","51.10","51.10","50.80","51.00","0.0000","30"
"2006","東和鋼鐵","2979000","161755600","53.70","55.00","53.60","54.20","0.7000","1452"
"2007","燁興","1160000","15290700","12.90","13.30","12.85","13.30","0.6000","522"
"2008","高興昌","70000","1203300","17.40","17.40","17.00","17.10","0.1500","49"
"2009","第一銅","1173000","34341350","28.70","29.55","28.70","29.50","0.9500","681"
"2010","春源","517000","8905900","17.05","17.35","17.05","17.20","0.3500","339"
"2012","春雨","164000","4443300","26.80","27.25","26.80","26.90","0.4500","108"
"2013","中鋼構","336000","18664900","54.70","56.00","54.70","55.70","0.9000","264"
"2014","中鴻","9649000","273953900","27.95","28.75","27.70","28.50","1.0000","4157"
"2015","豐興","374000","26809500","72.10","72.20","71.10","71.40","0.0000","315"
"2017","官田鋼","643000","8995600","13.90","14.10","13.65","14.00","0.3000","308"
"2020","美亞","448000","10267300","22.85","23.15","22.65","22.90","0.5500","229"
"2022","聚亨","1035000","9208010","8.73","8.95","8.73","8.91","0.2300","445"
"2023","燁輝","3419000","60827250","17.55","17.90","17.55","17.80","0.5000","1441"
"2024","志聯","78000","1461450","18.40","18.95","18.40","18.70","0.3500","54"
"2025","千興","145000","804100","5.50","5.65","5.50","5.58","0.0800","46"
"2027","大成鋼","8141000","293210600","35.25","36.35","35.25","36.25","1.2500","3540"
"2028","威致","814000","22658750","27.40","28.15","27.40","27.85","0.7500","461"
"2029","盛餘","706000","19541000","27.55","27.80","27.35","27.70","0.5000","309"
"2030","彰源","2013000","50624850","25.20","25.40","24.80","25.25","0.6500","1016"
"2031","新光鋼","2005000","83711550","40.80","42.10","40.80","41.90","1.3500","1263"
"2032","新鋼","430000","9614200","22.30","22.50","22.10","22.30","0.6500","309"
"2033","佳大","192000","3189150","16.25","16.85","16.25","16.60","0.3500","132"
"2034","允強","870000","23935500","27.45","27.70","27.30","27.65","0.5000","481"
"2038","海光","683000","14992350","21.85","22.10","21.60","21.95","0.7000","450"
"2049","上銀","5692000","1448980000","252.50","259.50","247.50","257.50","9.5000","4167"
"2059","川湖","202000","84572000","414.00","423.50","413.50","418.50","9.0000","141"
"2062","橋椿","114000","2786450","24.30","24.60","24.20","24.40","0.1500","99"
"2069","運錩","714000","16380650","22.65","23.10","22.60","22.95","0.6500","376"
"2101","南港","452000","17583450","39.05","39.15","38.60","38.60","-0.3500","335"
"2102","泰豐","635000","12960900","20.35","20.55","20.30","20.50","0.3000","314"
"2103","台橡","1521000","47891350","31.75","31.80","31.20","31.30","-0.0500","1107"
"2104","國際中橡","1755000","35155200","20.15","20.25","19.90","19.95","0.1000","647"
"2105","正新","3889000","138723950","35.80","35.85","35.50","35.70","0.2500","1563"
"2106","建大","2019000","65356050","32.20","32.65","32.10","32.25","0.2500","886"
"2107","厚生","318000","6857650","21.60","21.70","21.45","21.50","0.0000","183"
"2108","南帝","803000","36925450","45.20","46.25","45.20","46.20","1.3500","559"
"2109","華豐","125000","1887200","14.90","15.25","14.90","15.00","0.2000","71"
"2114","鑫永銓","223000","27400500","123.00","123.50","122.00","122.50","-0.5000","108"
"2115","六暉-KY","32000","1121700","35.15","35.60","34.90","35.00","0.4500","29"
"2201","裕隆","22298000","1101592450","50.00","50.40","48.20","50.20","0.2000","10122"
"2204","中華","679000","43648400","64.50","64.60","64.00","64.20","0.1000","482"
"2206","三陽工業","14949000","528155250","35.75","35.80","34.60","35.25","-0.4000","6888"
"2207","和泰車","431000","271347000","629.00","632.00","626.00","629.00","10.0000","317"
"2208","台船","1509000","27894850","18.25","18.60","18.25","18.50","0.5000","670"
"2211","長榮鋼","453000","27556400","60.60","61.20","60.30","61.00","0.8000","266"
"2227","裕日車","92000","22276000","239.50","244.50","237.50","240.00","0.0000","86"
"2228","劍麟","125000","8474600","67.10","68.60","67.10","67.80","0.7000","88"
"2231","為升","200000","28248000","140.50","142.00","139.50","142.00","5.5000","180"
"2233","宇隆","762000","94244000","122.50","124.50","122.50","124.50","2.0000","603"
"2236","百達-KY","37000","949000","25.65","25.75","25.55","25.70","0.3500","26"
"2239","英利-KY","59000","3407700","56.70","58.30","56.60","57.50","0.8000","52"
"2241","艾姆勒","116000","4066350","34.85","35.30","34.80","34.95","0.6500","88"
"2243","宏旭-KY","117000","1938100","16.30","16.85","16.30","16.60","0.4000","75"
"2247","汎德永業","42000","8817500","209.50","210.50","209.50","210.50","2.5000","41"
"2250","IKKA-KY","25000","2208300","88.00","88.90","87.50","88.50","0.6000","23"
"2301","光寶科","7834000","447155800","57.90","58.20","56.60","56.90","0.1000","5029"
"2302","麗正","10261000","200622050","19.05","20.00","18.75","19.70","1.1000","4199"
"2303","聯電","89166000","3816587050","42.60","43.30","42.40","42.90","1.3000","28072"
"2305","全友","9457000","158370000","16.40","17.30","16.20","17.25","0.9000","3398"
"2308","台達電","6037000","1437047000","239.00","240.50","236.50","236.50","-2.5000","3385"
"2312","金寶","8666000","117907000","13.55","13.70","13.50","13.65","0.2500","2247"
"2313","華通","11730000","547322400","46.75","47.10","46.30","46.50","0.3000","5822"
"2314","台揚","3653000","207807600","56.30","57.90","55.60","56.60","1.6000","2144"
"2316","楠梓電","243000","7152850","29.25","29.60","29.25","29.40","0.2000","138"
"2317","鴻海","25904000","2887559500","111.00","112.00","111.00","111.00","1.0000","9135"
"2321","東訊","3000","17490","5.95","5.95","5.77","5.77","-0.1800","3"
"2323","中環","6891000","56626810","8.15","8.28","8.14","8.22","0.1400","1711"
"2324","仁寶","10528000","240846300","22.95","23.05","22.70","22.80","0.0500","3456"
"2327","國巨","2794000","943166000","333.00","341.50","332.50","341.50","13.5000","1779"
"2328","廣宇","3907000","151132350","38.50","39.00","38.25","38.70","0.9000","2118"
"2329","華泰","1425000","25049850","17.35","17.70","17.35","17.60","0.5000","641"
"2330","台積電","37856000","18963977500","496.00","506.00","495.50","498.50","12.0000","18230"
"2331","精英","8290000","181258500","21.50","22.45","21.40","21.60","0.4000","3381"
"2332","友訊","710000","10676250","14.95","15.10","14.95","15.10","0.3500","320"
"2337","旺宏","5695000","208875850","36.40","37.00","36.25","36.80","0.8000","2891"
"2338","光罩","4354000","349442300","78.70","81.50","78.50","80.80","4.4000","2691"
"2340","台亞","13646000","668440650","49.05","49.45","48.50","48.65","-0.1500","7346"
"2342","茂矽","1680000","70389000","41.20","42.40","41.20","42.15","1.7000","1101"
"2344","華邦電","12489000","295334550","23.55","23.80","23.40","23.75","0.7000","5048"
"2345","智邦","3085000","763832000","246.00","251.00","243.00","245.50","3.0000","2413"
"2347","聯強","4011000","220894300","55.10","55.50","54.50","55.00","0.7000","2151"
"2348","海悅","66000","6258600","94.80","95.60","94.10","94.30","-0.2000","61"
"2348A","海悅甲特","","","","","","","0.0000",""
"2349","錸德","1295000","10535490","8.14","8.20","8.05","8.20","0.1900","388"
"2351","順德","1386000","193452500","137.50","141.50","137.50","139.00","4.5000","1021"
"2352","佳世達","2903000","84981900","29.15","29.40","29.15","29.25","0.3500","1721"
"2353","宏碁","15287000","400340700","26.10","26.40","26.05","26.10","0.1000","3598"
"2354","鴻準","2651000","141870900","53.30","53.80","52.80","53.60","0.9000","1683"
"2355","敬鵬","1021000","30969550","30.50","30.70","30.10","30.15","0.1500","523"
"2356","英業達","4506000","114559500","25.30","25.50","25.25","25.40","0.2500","1936"
"2357","華碩","1833000","602178500","328.50","330.50","326.50","328.50","2.5000","1296"
"2358","廷鑫","394000","6846050","17.25","17.45","17.20","17.45","0.5500","222"
"2359","所羅門","4518000","113763600","25.05","25.50","24.95","25.10","0.7000","2060"
"2360","致茂","735000","119850000","161.50","164.00","161.50","163.50","3.0000","530"
"2362","藍天","1053000","34195200","31.95","32.85","31.95","32.25","0.7500","518"
"2363","矽統","2078000","43337100","20.80","21.00","20.65","20.85","0.5500","982"
"2364","倫飛","1508000","50764350","33.30","34.35","31.60","34.35","3.1000","910"
"2365","昆盈","382000","3894400","10.25","10.30","10.10","10.25","0.1500","133"
"2367","燿華","2287000","40548150","17.70","17.90","17.55","17.65","0.2000","845"
"2368","金像電","17818000","1508273400","82.80","86.50","81.60","85.50","0.0000","9855"
"2369","菱生","1225000","21684950","17.45","17.85","17.40","17.75","0.6500","697"
"2371","大同","4697000","160825850","34.20","34.45","34.05","34.05","0.0000","1890"
"2373","震旦行","78000","7036500","90.10","90.80","88.20","89.00","-0.9000","64"
"2374","佳能","768000","18082550","23.35","23.75","23.30","23.60","0.4500","449"
"2375","凱美","489000","28068200","57.60","57.70","57.00","57.50","1.5000","351"
"2376","技嘉","2488000","236849100","95.10","95.60","94.60","95.30","1.2000","1777"
"2377","微星","3163000","398394000","127.00","128.00","124.50","125.50","-1.5000","2120"
"2379","瑞昱","3440000","1343155500","385.50","399.00","381.50","388.00","13.0000","2556"
"2380","虹光","238000","2382960","9.86","10.15","9.86","9.96","0.0800","107"
"2382","廣達","4292000","347314800","80.90","81.20","80.40","80.80","0.4000","2037"
"2383","台光電","1769000","346724500","190.00","200.00","190.00","194.50","7.5000","1415"
"2385","群光","1207000","93587600","78.00","78.30","77.30","77.30","0.0000","802"
"2387","精元","327000","11824300","35.65","36.45","35.65","36.40","1.1500","210"
"2388","威盛","14855000","801284800","54.00","54.60","52.70","54.60","4.9000","7938"
"2390","云辰","1349000","23377850","17.45","17.50","17.10","17.45","0.1500","624"
"2392","正崴","461000","16019600","34.80","34.95","34.50","34.80","0.2000","320"
"2393","億光","1385000","59208400","42.30","43.10","42.30","42.80","1.0000","890"
"2395","研華","648000","229041500","346.50","355.00","346.50","354.00","8.0000","496"
"2397","友通","46000","2812000","60.70","61.30","60.70","61.00","-0.1000","39"
"2399","映泰","889000","14132000","15.60","16.05","15.55","15.95","0.7000","404"
"2401","凌陽","2652000","81493050","30.25","31.00","30.20","30.85","1.2500","1498"
"2402","毅嘉","255000","3910550","15.30","15.45","15.25","15.25","0.1500","152"
"2404","漢唐","1275000","217186500","170.50","172.00","169.50","169.50","0.5000","886"
"2405","浩鑫","3687000","47773400","12.75","13.15","12.65","13.00","0.5000","1358"
"2406","國碩","6419000","142960200","22.50","22.60","22.00","22.25","0.2500","2789"
"2408","南亞科","6153000","366553100","59.50","59.90","59.30","59.80","0.9000","3232"
"2409","友達","48627000","807313150","16.15","16.90","16.05","16.75","0.6500","10629"
"2412","中華電","9360000","1209907000","129.50","130.00","128.50","128.50","-0.5000","3188"
"2413","環科","169000","3343600","19.65","20.00","19.60","20.00","0.4500","86"
"2414","精技","88000","2895400","32.80","33.20","32.70","32.90","0.6000","75"
"2415","錩新","97000","3233600","33.30","33.55","33.05","33.35","0.9500","65"
"2417","圓剛","429000","9865300","22.55","23.20","22.55","23.15","0.8500","264"
"2419","仲琦","303000","5670500","18.70","18.85","18.50","18.70","0.4000","175"
"2420","新巨","124000","5219400","42.00","42.25","41.95","42.00","0.2000","101"
"2421","建準","638000","23207100","36.00","36.65","36.00","36.30","0.3000","382"
"2423","固緯","247000","6501350","26.10","26.55","26.00","26.55","0.6500","184"
"2424","隴華","3000","63800","20.50","21.65","20.50","21.65","1.5500","3"
"2425","承啟","2259000","68508600","30.40","30.55","30.10","30.45","0.1000","862"
"2426","鼎元","566000","11663150","20.25","20.70","20.25","20.65","0.5000","304"
"2427","三商電","2506000","33646200","13.25","13.55","13.20","13.50","0.5000","827"
"2428","興勤","607000","79953500","132.00","133.00","130.50","132.00","2.5000","365"
"2429","銘旺科","90000","1347400","15.65","15.65","14.55","14.95","-0.8000","78"
"2430","燦坤","195000","6454050","33.00","33.40","32.95","33.20","0.2000","113"
"2431","聯昌","306000","3269750","10.35","10.85","10.35","10.75","0.5500","161"
"2433","互盛電","48000","2483000","51.70","51.90","51.50","51.60","0.0000","43"
"2434","統懋","70000","2287500","32.25","33.30","32.10","32.10","-0.1000","11"
"2436","偉詮電","2422000","144986600","58.60","60.40","58.60","60.10","2.8000","1502"
"2438","翔耀","51000","680000","13.20","13.90","13.15","13.45","0.3500","36"
"2439","美律","535000","43079700","79.20","81.10","79.20","80.70","1.6000","437"
"2440","太空梭","96000","1222450","12.55","12.95","12.55","12.85","0.3500","69"
"2441","超豐","1164000","76060100","65.80","66.20","64.90","65.60","0.3000","936"
"2442","新美齊","360000","4537100","12.65","12.70","12.50","12.60","0.0500","185"
"2443","昶虹","51000","176250","3.50","3.50","3.45","3.50","0.0000","20"
"2444","兆勁","517000","6525450","12.55","12.75","12.50","12.65","0.2500","229"
"2449","京元電子","3959000","166973050","42.50","42.50","41.95","41.95","0.4000","2664"
"2450","神腦","178000","5663450","31.55","32.00","31.55","31.65","0.3500","140"
"2451","創見","336000","23826500","70.70","71.20","70.70","70.80","0.3000","230"
"2453","凌群","134000","3511700","25.90","26.50","25.90","26.20","0.6000","102"
"2454","聯發科","10087000","6917452000","685.00","695.00","678.00","678.00","8.0000","6829"
"2455","全新","1624000","129466000","78.20","81.00","78.00","79.90","2.4000","1128"
"2457","飛宏","4091000","153658400","37.80","37.90","37.00","37.80","0.9500","2201"
"2458","義隆","1174000","166361000","141.00","143.00","140.00","142.50","3.0000","929"
"2459","敦吉","44000","2238100","51.40","51.40","50.60","51.00","0.2000","34"
"2460","建通","173000","3486600","20.00","20.30","19.95","20.15","0.7500","131"
"2461","光群雷","530000","10166700","18.80","19.40","18.70","19.40","0.8000","251"
"2462","良得電","264000","7040300","26.45","26.85","26.45","26.85","0.8500","165"
"2464","盟立","179000","7171550","40.00","40.20","39.90","40.00","0.1000","135"
"2465","麗臺","1167000","44758800","37.20","38.80","37.20","38.50","1.8000","785"
"2466","冠西電","85000","3182400","36.30","38.00","36.30","37.05","0.7500","66"
"2467","志聖","164000","7429100","45.00","45.50","45.00","45.40","0.9500","110"
"2468","華經","15000","195300","13.00","13.05","13.00","13.05","0.0500","11"
"2471","資通","115000","3179400","27.60","27.75","27.55","27.65","0.4000","61"
"2472","立隆電","183000","10647000","58.10","58.50","57.60","58.40","1.5000","145"
"2474","可成","2859000","484746500","169.50","171.00","168.50","169.00","3.0000","1852"
"2476","鉅祥","2363000","111111450","46.75","47.50","46.20","47.45","2.4500","1143"
"2477","美隆電","244000","5905700","24.00","24.35","24.00","24.20","0.3000","100"
"2478","大毅","177000","9290800","52.40","52.90","52.10","52.20","0.4000","136"
"2480","敦陽科","157000","13426000","86.00","86.00","85.20","85.20","-0.1000","134"
"2481","強茂","6028000","419343400","68.50","70.50","68.20","70.00","3.0000","3751"
"2482","連宇","9687000","234518550","24.15","24.70","23.65","24.10","0.2000","4144"
"2483","百容","612000","16019500","26.25","26.50","25.95","25.95","0.1000","369"
"2484","希華","3110000","111792900","35.40","36.45","35.30","36.10","1.2000","1573"
"2485","兆赫","1987000","34548550","17.00","17.60","17.00","17.50","0.5500","791"
"2486","一詮","1019000","31891700","30.85","31.55","30.85","31.40","1.3000","649"
"2488","漢平","68000","1862700","27.45","27.45","27.30","27.40","0.2000","45"
"2489","瑞軒","1194000","15897900","13.30","13.40","13.20","13.35","0.2000","667"
"2491","吉祥全","141000","2099500","15.20","15.20","14.60","14.95","0.3000","79"
"2492","華新科","1071000","104167300","96.10","98.30","95.80","97.90","2.9000","912"
"2493","揚博","152000","6443550","42.15","42.75","42.00","42.10","-0.0500","113"
"2495","普安","560000","8700550","15.20","15.70","15.20","15.55","0.5000","265"
"2496","卓越","12000","549350","45.50","46.35","45.45","46.35","0.9000","11"
"2497","怡利電","5812000","486767200","81.90","85.30","81.60","84.50","4.2000","3446"
"2498","宏達電","41911000","2399803500","57.00","57.80","56.10","57.80","5.2000","17309"
"2501","國建","269000","4771950","17.75","17.80","17.60","17.70","-0.0500","151"
"2504","國產","3176000","76070550","24.15","24.15","23.85","24.10","0.2500","1156"
"2505","國揚","215000","4273250","19.85","20.00","19.75","19.80","0.3000","143"
"2506","太設","267000","2527810","9.40","9.55","9.40","9.46","0.1300","88"
"2509","全坤建","42000","640200","15.05","15.30","15.05","15.25","0.2500","33"
"2511","太子","1304000","16169150","12.40","12.55","12.15","12.30","0.0000","698"
"2514","龍邦","116000","2039500","17.45","17.70","17.40","17.60","0.2000","51"
"2515","中工","2221000","19623250","8.86","8.88","8.80","8.84","0.0900","791"
"2516","新建","80000","422030","5.23","5.29","5.23","5.28","0.0700","43"
"2520","冠德","781000","27372900","35.20","35.20","34.95","35.00","0.0500","461"
"2524","京城","2707000","96526650","35.00","36.25","35.00","35.95","1.1000","135"
"2527","宏璟","393000","10035350","25.50","25.75","25.30","25.40","0.1500","234"
"2528","皇普","41000","796600","19.50","19.50","19.35","19.40","0.1500","22"
"2530","華建","161000","2324900","14.40","14.50","14.40","14.45","0.0500","93"
"2534","宏盛","821000","21082350","25.65","25.75","25.55","25.70","0.1500","433"
